,SALEM_T,SALEM_W,EUGENE_T,EUGENE_W,SEATTLE_T,SEATTLE_W,BOISE_T,BOISE_W,PORTLAND_T,PORTLAND_W,SPOKANE_T,SPOKANE_W,PASCO_T,PASCO_W,FRESNO_T,FRESNO_W,LOS ANGELES_T,LOS ANGELES_W,SAN DIEGO_T,SAN DIEGO_W,SACRAMENTO_T,SACRAMENTO_W,SAN JOSE_T,SAN JOSE_W,SAN FRANCISCO_T,SAN FRANCISCO_W,TUCSON_T,TUCSON_W,PHOENIX_T,PHOENIX_W,LAS VEGAS_T,LAS VEGAS_W,OAKLAND_T,OAKLAND_W
0,5.511301801127682,5.259078179908946,5.719051045478697,7.758846303996935,7.056940786789969,2.9517084431846814,-2.053679555851023,4.674840847087349,4.738006906949406,10.31190257916038,-4.506908406273322,3.489941220869679,-1.2570581314231133,3.3258917852095036,9.631898072642088,2.5657551679065467,13.97267740428671,1.7607697108368097,14.733140079101869,0.533519485565813,9.00150894132891,2.507446830600656,10.933047165176275,4.505060747619618,10.45600011269201,5.194036002589854,11.27701552014366,1.481453474060593,12.727766553738217,2.3815639526604944,9.124551067281356,2.1040961072666065,10.385535311337819,4.713409355598006
1,7.281593413682472,4.233792352823011,7.379593461601289,4.128969662155068,7.284820370581256,4.135407645347052,-3.482612240752259,4.332351035474511,7.129225302090029,7.00466872189446,-3.51241773453837,4.107229544524892,-0.2457266627336961,2.794864568183165,8.916647548350019,3.2803118838217076,13.731743594111746,2.993483154137112,15.211487829237214,0.3747479806005296,8.535454146716773,3.233400758407491,9.608737994532948,3.025850323575993,8.711436772200342,3.010897634607948,10.644823823220579,1.2423562834431054,11.523455044109502,1.9653654354057601,6.792693389379654,2.9708440690509397,8.417992969746075,3.3528721294265615
2,6.404335440980407,3.0993741833140716,7.284270640969822,3.222668506348755,7.086798205239555,3.244230354669849,1.685106219967826,1.908437614765353,6.170121583840109,7.7495444710957795,0.6166670009058599,1.4524462965565599,3.3867715594039978,1.986829061204216,10.587134139030102,1.2496044394302206,13.35260994843179,2.7653218426145862,14.912378242991526,0.6991528569099374,9.878166727648066,1.3404356191249645,11.327033225238393,1.7529916954971652,11.45613862288845,1.0172823877774024,12.91772129188593,2.5507251530860007,14.681143806024847,3.088304227049207,9.46600702064128,2.9814901334972945,11.48113543650556,1.622981107245043
3,7.953830038665536,2.7848392908153574,7.903292690790036,2.381220301047302,5.143536787638117,3.098797265393415,2.9135882545124887,0.708936656456463,6.244957787261986,6.1626680804515,-0.17943958952808492,0.7347450709010497,3.9884218372563573,0.5557279360699443,11.273177384272003,1.360915564022699,10.890608804974008,3.5102611846087024,12.489950904414057,0.0,9.168056576678959,0.0,10.597129647817964,2.189163113723659,10.57088488067449,0.22501668685360343,14.453989813204178,6.279919736019725,15.036635531821608,1.877338991218395,10.363959191218399,2.092413905807844,10.078761471038666,1.3606390629125897
4,9.195712787343773,1.0138830897816702,9.004483555383489,1.5847821618119293,6.731474975288109,2.1428371740441996,0.4946681129489914,1.2021475353980078,8.044752833067506,3.5024729823147376,1.1861672224631574,0.0,5.948667710841496,0.6549129052299023,8.68545270386099,1.6027604255000754,12.700607116414409,2.6953044170309917,10.98542729107549,0.0,8.752691905652142,2.718411757254847,9.625363728514685,2.8683267176304716,10.05303222852202,1.9015544078835942,15.37372507810138,2.6564704679664426,14.718500477180658,1.4942896273247235,9.41856324576005,4.101027978603774,9.245102347344725,3.088134658348514
5,6.178993143577959,3.6941710172242477,4.368527251558255,2.639239861195938,4.66093610117687,3.598982675875916,0.37909129768704775,0.640272743717405,4.6734516318316865,5.287618700511296,1.173893218938436,0.8350387666713193,4.833203096493209,1.6890547789030639,7.593775865727432,2.273882540860908,11.87984364175914,2.813812999379844,12.46879577387679,1.8107821037179461,7.382048211557023,2.9347224952715956,8.721808757017895,3.2901931208293647,10.004622699479624,4.406063263455714,14.030113522473242,2.334627551212466,14.614140848753651,1.2563122836447986,10.189642727961536,4.918596020914565,9.310674561970089,3.6218711331835536
6,6.00848563571796,5.297843581022706,5.1328591836638315,3.302054400682349,4.1969738880357355,6.837645039340723,3.2163230093767003,2.4226321211122155,4.965515517230364,8.586893730077259,-5.263370631969787,3.2150295156108397,0.8482636908727752,1.3090409793596902,8.8490072026989,2.4468155148813606,10.787066219301433,4.088618255032448,11.000867341885582,1.6233118990043134,9.580506135075826,1.6776389157552767,11.94793568292744,2.7412298922713463,13.572198383415179,1.0278054206251523,12.006400596045864,3.396947284259949,14.904403340806232,2.2049286275670346,9.563888123745441,2.331944954247918,13.19947624937236,2.0786004213499365
7,6.258305853785999,4.993717004121731,6.613373605301834,4.169737436641887,4.96733298291827,4.471484962466219,4.653588487773535,1.184991018668555,6.194459563630527,6.699911619870237,-3.001932732104459,2.043979879705508,1.6892901905381748,3.196897831880387,10.759405932968589,1.6750986950790163,12.10700062976,3.7260495551082755,13.509799002144602,3.745020108810056,10.111385181602902,2.07353370146115,11.598671691119062,3.185048653695259,11.13078568563369,5.870749977824683,12.363393913682433,1.9976589187943994,13.443250983594572,1.94725995520989,7.909044145005584,2.609131852990051,10.0529214345849,3.1877524596257705
8,4.601333670751616,5.222808538418569,4.278538128545265,4.584555028883604,5.76805704236614,4.246088799681453,-0.243734806505849,0.0,4.651290036454102,4.680104501685887,-1.2269878161840861,3.6831119663366647,1.861353722999487,3.3032214346775612,8.99842730987514,0.9041365914098162,11.311324789169678,1.6545602695265138,11.9734906113115,1.5196484019588037,8.133501307498,0.46258563296056976,10.37225662020592,2.3159474799383735,12.237205572166053,2.2015720873671714,12.05931228497819,1.7024489470876307,13.0434113273741,2.062847022322903,7.521037355011936,2.963178177649882,11.078824451333626,2.9546859387680513
9,3.2699632486395376,2.4477099114002763,3.1263452305941577,2.4014386980459745,2.5103955471893364,3.5971790872673313,-3.4381079391991505,1.2600816348356834,2.4746053375235846,7.264532636231451,-6.749647418396953,1.8273274061336762,-2.4138429818852774,0.38648808637871257,8.426562298957908,1.0977308807887756,12.318101532430962,2.1956222961499696,11.58201033179523,0.8434215291660578,8.083004615762729,0.3983037159370735,9.643400513945545,1.0402814794869508,10.436643903327909,0.0,11.055636811162527,2.3803262972853725,10.590875494597697,1.368679984574118,6.6133343198898995,1.6179353871076039,8.838992735380955,1.2185527039734505
