,ORO_fnf,SHA_fnf,FOL_fnf,YRS_fnf,MHB_fnf,PAR_fnf,NHG_fnf,NML_fnf,DNP_fnf,EXC_fnf,MIL_fnf,PFT_fnf,KWH_fnf,SUC_fnf,ISB_fnf,ORO_otf,SHA_otf,FOL_otf,YRS_otf,MHB_otf,PAR_otf,NHG_otf,NML_otf,DNP_otf,EXC_otf,MIL_otf,PFT_otf,KWH_otf,SUC_otf,ISB_otf
0,221495.71487573124,327308.39567827055,83768.92592969135,2411.654685703609,9529.280873741258,283.3055790376143,12267.514147610877,20557.177179745602,30703.50923219468,13134.614192154333,0.0,4166.7216705348455,670.3562357030878,243.22769195896237,639.8384953991422,111343.12713644607,3406.1155330990764,35837.01230968641,7626.592536023001,81.96194801271474,6402.664002824823,15.147304210010121,422.8228507023381,1776.6700703455317,291.9240585477585,1550.241957020044,3519.2651110580714,332.96220397296787,21.479495564083283,365.36453649864876
1,146992.61078116708,181251.42341323584,139259.16985763976,2408.9163400081975,0.0,263.9301662642345,22102.532907695317,43082.4938962952,49611.71508079839,22249.638669610587,13210.20458211588,17856.63777163693,6141.483534451926,1359.5252407590467,2551.8540239101017,73764.82172789554,3756.2483963236914,59181.98422388107,7626.592536023001,81.0105220584193,12582.274909522353,13.830070010128328,478.45713102234765,2185.7796092864187,266.8891766623096,3599.3437132511153,15082.724592175315,3050.5261551677822,17.574071013453384,1457.1929903645823
2,81215.09545443479,107343.07600201346,60292.28426786703,3292.7651750459686,9037.492710900064,274.1641718832566,8092.025057863702,17945.944613458585,2491.2640850954062,8496.268190355742,18905.485462423116,15455.281509740105,5765.063627046556,2008.03583468707,5861.545877486424,40581.090368511585,4379.889832166936,25756.347663552002,7626.592536023001,132.80207347045854,7136.543360549328,28.484423968345276,595.6713842208077,1655.8240124066606,330.36866331685934,2502.379119563486,13054.315743750582,2863.648541500973,15.230861544992932,3347.119421215117
3,56735.12056671458,86247.5219837817,31903.688898343727,15451.911617088032,4488.255489353878,763.2580703154708,4183.444878423778,7900.992621621991,19750.187527403552,3909.4852124821955,1706.4567055211123,5931.716670988089,1967.2191892812436,701.0388344140548,2724.984626082963,28448.864877906573,6738.661274648214,13628.102406377631,7626.592536023001,1017.9917915977451,3762.085173645372,414.572149634313,1198.0135454584029,1526.336846414849,1990.2476161234508,1247.456894030604,5010.0467861257375,977.1068261751522,152.3086154499293,1556.1137685305318
4,33253.88999334312,66459.44182570561,21408.029395394948,21155.312558509082,3108.494619686622,1451.5951030539632,3152.0522744993054,5543.7746933621665,11821.29047244281,2606.607782388218,3889.1770678943794,4048.931867776371,1386.5461303123866,561.3567638702294,1761.2532211924727,16675.025077772007,8369.065599364629,9144.776993652838,7626.592536023001,1698.8729798895977,2616.3665889521612,644.5892571042968,1939.803949725195,1393.0631274560187,2239.27075895142,1001.3205230290364,3419.914473584207,688.680622440341,629.5480103692565,1005.7288362986363
5,24385.335809546035,53748.96579353278,14662.763397922601,16520.50326287907,2343.8230410481056,831.623517104464,2481.114096105684,4108.449816136487,8528.962561176113,1964.0859812530794,2530.5955301828367,2964.561906847332,1034.417778678583,411.32634019676806,1301.8347605246179,12227.563043215589,6698.167344305188,6263.42666369408,7626.592536023001,873.0692310595301,1923.4573465525905,177.3218122171756,1183.9179035881473,1395.2638590949698,1003.1798392998129,490.9992442762764,2503.9791671434737,513.7913839898933,225.73023490643155,743.3960713442619
6,20597.759085171034,44470.82860958825,11357.35896394529,13556.084841450418,1891.417274287234,1072.879663801999,2177.2341678306843,3315.507106533686,5625.495997637959,1695.6093341245667,2739.7151962763023,2492.698920262361,865.057165218712,346.56634631150655,1076.4676109565398,10328.466830994581,5186.801211373015,4851.356124422909,7626.592536023001,611.7329091135953,1593.9050648909483,143.0760939232636,1388.623747868528,1232.1831719085822,3267.893380452534,996.4900144099154,2105.4578037629494,429.65577330855194,409.28088890387534,614.6962848940698
7,18717.059106135275,31939.844278271234,9662.772283991786,48077.708516472056,1612.1602838994902,5070.229189523719,1956.2400379250116,3021.1155148499292,3334.332496701773,1478.8895568757023,2322.365570400905,2224.15298630043,751.4509160560068,299.4606428654039,936.0210349120707,9385.529723057802,5354.449573849207,4127.479227190419,15911.310088652703,2209.4149428642004,1379.6354067458724,843.8043829091282,7184.136813297013,1430.443201617614,12331.846299011575,978.4853913750104,1878.637016557227,373.2398899374397,694.1820285450635,534.5062203081146
8,16773.26640831674,32927.92849425698,5152.695996740225,86608.14292466092,1399.9831989232853,5070.229189523719,1701.0308168480612,2645.0695908301927,4239.15568127062,1333.505090921634,2328.2453686336476,2043.8382819519222,673.077343467464,273.1137357973508,843.653134984005,8410.581466069296,4760.567685952023,2200.9895975967693,15911.310088652703,4799.943939420456,1277.4701544264292,1055.0320839881178,8878.514175561088,1402.2867821192694,10136.322848935339,1049.5816955055257,1726.329207456903,334.31835501554264,940.4068596909945,481.7570365224799
9,15454.360106102158,28259.384549448103,7515.193131972629,78966.24796072024,1251.935290381572,5070.229189523719,1549.7148361361774,2327.8830288309373,3018.7547395354377,1170.8683350076833,2423.5213097339442,1881.8958235682583,622.7651946990504,243.6416260841478,773.7324768333295,7749.481648696648,4841.555546638076,3210.1584717202622,15911.310088652703,4377.238979726343,1277.4701544264292,2103.9788502386687,6478.194584650871,1407.2384283069096,8979.415578098604,814.8189766162516,1589.5356120161616,309.33805281131464,360.66958951955,441.82901333549665
10,13227.321372897077,25154.35409689806,7042.45893850953,63032.896960903956,1144.7254708821918,5070.229189523719,1274.7461399147194,2134.4338212885846,2858.438025945772,1126.0899194938304,2325.305469517276,1707.9891808163595,576.5913973222923,232.21704422902974,617.9965133648702,6632.570904609172,4694.503234939802,3008.1274236148174,15911.310088652703,4610.678133512401,956.3545960898088,1841.7174617696287,5785.941950578311,1407.5944290132104,5470.453110977226,629.6348416450453,1442.6354014269905,286.39197717094885,542.8488074170449,352.9030878206006
11,12660.158102988009,23397.271123324113,6683.90659312894,41055.443869190916,1184.8553849700331,5070.229189523719,1208.9678871310311,1810.6125485945884,3570.6260082437475,1100.851176204204,2206.432969719788,1695.617547444872,569.0516612251666,268.7467307766445,784.0218924663421,6348.297983138934,10484.786188386148,2855.1826094832973,15911.310088652703,2038.8378610583763,959.0705275711515,645.083195232346,3388.8707380414858,1412.2224381951223,3802.599706995717,620.0177381215229,1432.1931422330408,282.6490002934423,471.17656107153357,447.7128726082246
12,10982.831462156335,19386.863414986594,6307.213206464214,23870.09574444901,1159.3610866083457,5070.229189523719,789.3390334042604,2476.832283927853,2074.809173931447,1001.2918939188581,2101.447624958844,1723.7315286693001,669.9877523599953,391.1884450064965,668.5488597357573,5507.239836532004,11557.351714066735,2694.230821015605,15911.310088652703,1282.4202478951397,853.4381286797817,486.5290561285305,2308.0888478085435,1274.3854374555258,2419.8686237951265,1204.0262301732357,1455.9492818992765,332.79946584785887,296.0355713437431,381.75712259472033
13,10632.465513171086,17717.766569283158,5743.240246542661,20775.128284053033,1044.2826565035061,5070.229189523719,589.3523454943272,2426.977172135949,2058.9806743580493,948.5270250752617,2193.7836669427693,1469.705595550552,516.698681633471,233.4795433108453,569.2862618643433,5331.45687456534,10877.507495592223,2453.1512676330312,15911.310088652703,908.2380118700934,760.865315209336,346.902626091563,1835.1597606966293,1136.32189081192,1775.6920499850205,898.2111208681655,1241.3608554636094,256.64344790102774,202.68739271224155,325.07680139106213
14,11115.728891081773,13590.337310877869,5189.191503323606,19270.31180073705,978.3043565767314,5070.229189523719,584.1004849953923,2047.329548024782,2371.723476376911,1080.9625812616875,2405.804549269496,1897.638171421199,687.1080553775286,341.1852026840958,716.9170079032175,5573.628176087111,10275.33482454291,2216.5973953969888,4393.038667382388,714.384973682399,754.335522498874,289.2896828358962,1631.5560447929354,1277.913080817962,1424.7448157334013,1190.8521157574517,1602.8494924884476,341.2889713743772,162.07161105253542,409.37785935534254
15,9840.45053270635,15288.469578778573,5257.487188158005,12360.128279593702,937.0728370041257,5070.229189523719,489.3850008487613,1791.9879678586392,2182.4902202830085,841.330212178462,2014.6045523765592,1595.0146844599608,579.6526435572155,281.4131150073188,593.0229700509857,4934.240268506069,24450.82858665014,2245.7822366368046,4393.038667382388,588.6948092202988,753.9310220654825,250.7625088480532,1351.5574303578553,1139.8818978749289,1236.5498075069409,1054.4122041246467,1347.2379049336926,287.9108663386326,132.97725048992433,338.64307953953517
16,0.0,13818.22138206247,4836.348250347141,6778.360833015373,878.2156296752914,5070.229189523719,455.1803094012434,2253.38470588714,2100.3237702587144,1031.1441709280934,2109.4549817626444,1531.4896807710352,525.5989716127847,236.17011512455065,581.4704036497262,0.0,25098.38238653215,2065.857400285574,4393.038667382388,498.4112820573358,0.0,198.0691893477571,1246.9712480859578,1141.9855384121615,1260.2080258263873,1010.9376265525589,1293.5721514333582,261.0617879977365,113.25436994363028,332.03979642560034
17,0.0,16279.193378600437,4287.154903471784,6554.835405320108,840.0135251857876,5070.229189523719,434.13126851046303,1512.0505673312812,2113.364563937096,894.754157267717,2798.281081305068,1518.3031493930423,506.77797624251616,221.22709320535645,566.1810162257359,0.0,34169.371868976436,1831.2762608569942,4393.038667382388,494.87741422709564,753.9310220654825,183.24906975376683,1491.0056733870522,1142.3415391184624,1229.819452295374,1075.446873475182,1282.4213103655331,251.71519501231083,104.858284249224,323.3039354966594
18,0.0,15053.54661736433,4455.65316339915,11251.416685241978,809.2472577184425,5070.229189523719,415.7133577310303,1641.8065522041281,2126.972348644972,890.4507770754767,2570.245485370739,1340.5442615194827,485.2075282353259,210.21644547542382,539.9443221436045,0.0,24996.274846658573,1903.281008329383,4393.038667382388,1123.9398675082148,0.0,346.5667481644895,1599.3042880856838,1143.4095412373651,1476.599143386154,1480.0239271839143,1132.2765406696703,241.00702638014016,226.11948739684607,308.3245033743871
19,0.0,15568.265465406772,5123.5102626742755,13925.443098040883,921.7290463234805,5070.229189523719,1625.9968099177352,2482.2822248556754,3110.560037061144,1949.1598427484616,3180.66138084889,1825.630820300924,597.79336198639,256.5149773774149,615.1807397773193,0.0,17064.1771551119,2188.5729852203863,4393.038667382388,1533.7665973209726,766.2393923958226,838.3710635005863,2256.172800590935,1002.7892622485073,3239.7482586587093,1349.2488847498967,1541.9860389008547,296.91570926132937,332.53930779947717,351.28438417788504
20,10637.163907122995,23077.001617875485,6203.702559137079,12956.832911361404,1151.846563480132,5070.229189523719,2256.16807117111,2551.33060687165,3980.796768830806,1801.4492253391284,3540.2187793577255,1731.3989780941442,534.1591231215514,249.45740054300316,563.9968180223086,5333.89250547145,24522.391135963244,2650.076419060337,4393.038667382388,1285.5123822465998,831.537319500444,788.8191904946835,2467.549421888103,1144.2186337516855,2188.2832194698535,1232.9653681732414,1462.4384001126593,265.3119653651659,320.0470185722204,322.04494377454733
21,21058.20169245816,25528.295140347695,20667.448062971944,12908.434243256444,3244.188809577765,5070.229189523719,6685.462419287599,4675.575408164741,6112.635790478941,5501.348191701939,3579.4432228314163,2380.1689137276926,639.5453592460368,274.5625052354999,713.81176226461,10559.503819802705,34240.934418289544,8827.979313395592,2822.641125011752,1429.7213733190936,1341.6123660070748,728.2228609455991,2393.3587801100907,1004.4398109777205,3367.1661198231427,1339.587867511655,2010.3959513151715,317.664820212724,280.8049361083376,407.60499346093985
22,16981.338140472726,21670.103433226144,27480.476185240914,12667.077727311987,6026.962293251408,5070.229189523719,10828.192379189932,4123.472696781007,11037.425374166194,3959.109776861184,6114.60333322125,4430.822706279476,1439.2392483746298,903.1628677421035,1119.5463152819652,8514.965647759715,24318.176056216085,11738.340419934684,2822.641125011752,1820.9952970230902,1913.8649077035932,884.4653696101441,2416.7355030471813,721.3545220673544,3174.9430959776387,1155.7650576967462,3742.4311075459113,714.854337562035,550.4528095553752,639.3108577467917
23,12851.44985674432,21492.37145492773,13268.571019232897,10543.904576497138,2596.0906970591254,5070.229189523719,3946.6431684025,3441.0453110363046,6709.39384902226,2202.7103513723564,3741.3310886473896,2595.41310990049,1006.3563548584539,519.0319995700186,926.6526667142384,6444.261840839658,18827.059467459163,5667.835420499826,2822.641125011752,1010.3803839633816,1241.7585447355832,560.1258372078717,2485.357496185093,864.3373511980274,1969.6996377123796,1042.555501150441,2192.2031426384033,499.85015127222425,303.0511685547025,529.1619289162919
24,29320.663056458918,26898.239151291422,20590.081857495472,7890.893374849069,3843.147448865312,5070.229189523719,7054.132626589062,6611.015299401797,12489.394902197564,5291.60686881887,6587.694993658373,6469.549355281501,2509.2581869704677,853.9874936700735,1443.5181716963289,14702.1640438231,19949.36969205252,8795.487243625617,2822.641125011752,702.2542927651322,2176.9635467366384,414.23627170723944,1910.452530851329,863.8842593900082,1398.792158137284,1225.5439503856833,5464.657998890906,1246.329931147104,224.55795124343896,824.3055597714239
